provincia;municipio;sexo;total
19 Guadalajara;19005 Alarilla;Ambos sexos;3
19 Guadalajara;19005 Alarilla;Hombres;3
19 Guadalajara;19005 Alarilla;Mujeres;0
19 Guadalajara;19006 Albalate de Zorita;Ambos sexos;14
19 Guadalajara;19006 Albalate de Zorita;Hombres;5
19 Guadalajara;19006 Albalate de Zorita;Mujeres;9
19 Guadalajara;19007 Albares;Ambos sexos;8
19 Guadalajara;19007 Albares;Hombres;2
19 Guadalajara;19007 Albares;Mujeres;6
19 Guadalajara;19008 Albendiego;Ambos sexos;6
19 Guadalajara;19008 Albendiego;Hombres;5
19 Guadalajara;19008 Albendiego;Mujeres;1
19 Guadalajara;19009 Alcocer;Ambos sexos;21
19 Guadalajara;19009 Alcocer;Hombres;10
19 Guadalajara;19009 Alcocer;Mujeres;11
19 Guadalajara;19010 Alcolea de las Peñas;Ambos sexos;4
19 Guadalajara;19010 Alcolea de las Peñas;Hombres;3
19 Guadalajara;19010 Alcolea de las Peñas;Mujeres;1
19 Guadalajara;19011 Alcolea del Pinar;Ambos sexos;24
19 Guadalajara;19011 Alcolea del Pinar;Hombres;14
19 Guadalajara;19011 Alcolea del Pinar;Mujeres;10
19 Guadalajara;19013 Alcoroches;Ambos sexos;11
19 Guadalajara;19013 Alcoroches;Hombres;6
19 Guadalajara;19013 Alcoroches;Mujeres;5
19 Guadalajara;19015 Aldeanueva de Guadalajara;Ambos sexos;5
19 Guadalajara;19015 Aldeanueva de Guadalajara;Hombres;3
19 Guadalajara;19015 Aldeanueva de Guadalajara;Mujeres;2
19 Guadalajara;19016 Algar de Mesa;Ambos sexos;1
19 Guadalajara;19016 Algar de Mesa;Hombres;0
19 Guadalajara;19016 Algar de Mesa;Mujeres;1
19 Guadalajara;19017 Algora;Ambos sexos;17
19 Guadalajara;19017 Algora;Hombres;9
19 Guadalajara;19017 Algora;Mujeres;8
19 Guadalajara;19018 Alhóndiga;Ambos sexos;9
19 Guadalajara;19018 Alhóndiga;Hombres;6
19 Guadalajara;19018 Alhóndiga;Mujeres;3
19 Guadalajara;19019 Alique;Ambos sexos;3
19 Guadalajara;19019 Alique;Hombres;2
19 Guadalajara;19019 Alique;Mujeres;1
19 Guadalajara;19020 Almadrones;Ambos sexos;1
19 Guadalajara;19020 Almadrones;Hombres;1
19 Guadalajara;19020 Almadrones;Mujeres;0
19 Guadalajara;19021 Almoguera;Ambos sexos;16
19 Guadalajara;19021 Almoguera;Hombres;9
19 Guadalajara;19021 Almoguera;Mujeres;7
19 Guadalajara;19022 Almonacid de Zorita;Ambos sexos;10
19 Guadalajara;19022 Almonacid de Zorita;Hombres;4
19 Guadalajara;19022 Almonacid de Zorita;Mujeres;6
19 Guadalajara;19024 Alovera;Ambos sexos;137
19 Guadalajara;19024 Alovera;Hombres;72
19 Guadalajara;19024 Alovera;Mujeres;65
19 Guadalajara;19027 Alustante;Ambos sexos;20
19 Guadalajara;19027 Alustante;Hombres;13
19 Guadalajara;19027 Alustante;Mujeres;7
19 Guadalajara;19031 Angón;Ambos sexos;2
19 Guadalajara;19031 Angón;Hombres;1
19 Guadalajara;19031 Angón;Mujeres;1
19 Guadalajara;19032 Anguita;Ambos sexos;12
19 Guadalajara;19032 Anguita;Hombres;4
19 Guadalajara;19032 Anguita;Mujeres;8
19 Guadalajara;19033 Anquela del Ducado;Ambos sexos;5
19 Guadalajara;19033 Anquela del Ducado;Hombres;2
19 Guadalajara;19033 Anquela del Ducado;Mujeres;3
19 Guadalajara;19034 Anquela del Pedregal;Ambos sexos;1
19 Guadalajara;19034 Anquela del Pedregal;Hombres;1
19 Guadalajara;19034 Anquela del Pedregal;Mujeres;0
19 Guadalajara;19036 Aranzueque;Ambos sexos;12
19 Guadalajara;19036 Aranzueque;Hombres;4
19 Guadalajara;19036 Aranzueque;Mujeres;8
19 Guadalajara;19037 Arbancón;Ambos sexos;10
19 Guadalajara;19037 Arbancón;Hombres;2
19 Guadalajara;19037 Arbancón;Mujeres;8
19 Guadalajara;19038 Arbeteta;Ambos sexos;3
19 Guadalajara;19038 Arbeteta;Hombres;2
19 Guadalajara;19038 Arbeteta;Mujeres;1
19 Guadalajara;19040 Armallones;Ambos sexos;9
19 Guadalajara;19040 Armallones;Hombres;5
19 Guadalajara;19040 Armallones;Mujeres;4
19 Guadalajara;19041 Armuña de Tajuña;Ambos sexos;1
19 Guadalajara;19041 Armuña de Tajuña;Hombres;1
19 Guadalajara;19041 Armuña de Tajuña;Mujeres;0
19 Guadalajara;19042 Arroyo de las Fraguas;Ambos sexos;2
19 Guadalajara;19042 Arroyo de las Fraguas;Hombres;1
19 Guadalajara;19042 Arroyo de las Fraguas;Mujeres;1
19 Guadalajara;19043 Atanzón;Ambos sexos;3
19 Guadalajara;19043 Atanzón;Hombres;3
19 Guadalajara;19043 Atanzón;Mujeres;0
19 Guadalajara;19044 Atienza;Ambos sexos;14
19 Guadalajara;19044 Atienza;Hombres;3
19 Guadalajara;19044 Atienza;Mujeres;11
19 Guadalajara;19045 Auñón;Ambos sexos;14
19 Guadalajara;19045 Auñón;Hombres;7
19 Guadalajara;19045 Auñón;Mujeres;7
19 Guadalajara;19046 Azuqueca de Henares;Ambos sexos;918
19 Guadalajara;19046 Azuqueca de Henares;Hombres;489
19 Guadalajara;19046 Azuqueca de Henares;Mujeres;429
19 Guadalajara;19047 Baides;Ambos sexos;4
19 Guadalajara;19047 Baides;Hombres;3
19 Guadalajara;19047 Baides;Mujeres;1
19 Guadalajara;19049 Bañuelos;Ambos sexos;1
19 Guadalajara;19049 Bañuelos;Hombres;0
19 Guadalajara;19049 Bañuelos;Mujeres;1
19 Guadalajara;19050 Barriopedro;Ambos sexos;1
19 Guadalajara;19050 Barriopedro;Hombres;1
19 Guadalajara;19050 Barriopedro;Mujeres;0
19 Guadalajara;19051 Berninches;Ambos sexos;4
19 Guadalajara;19051 Berninches;Hombres;1
19 Guadalajara;19051 Berninches;Mujeres;3
19 Guadalajara;19052 Bodera, La;Ambos sexos;8
19 Guadalajara;19052 Bodera, La;Hombres;3
19 Guadalajara;19052 Bodera, La;Mujeres;5
19 Guadalajara;19053 Brihuega;Ambos sexos;64
19 Guadalajara;19053 Brihuega;Hombres;32
19 Guadalajara;19053 Brihuega;Mujeres;32
19 Guadalajara;19054 Budia;Ambos sexos;20
19 Guadalajara;19054 Budia;Hombres;14
19 Guadalajara;19054 Budia;Mujeres;6
19 Guadalajara;19055 Bujalaro;Ambos sexos;12
19 Guadalajara;19055 Bujalaro;Hombres;6
19 Guadalajara;19055 Bujalaro;Mujeres;6
19 Guadalajara;19057 Bustares;Ambos sexos;13
19 Guadalajara;19057 Bustares;Hombres;6
19 Guadalajara;19057 Bustares;Mujeres;7
19 Guadalajara;19058 Cabanillas del Campo;Ambos sexos;124
19 Guadalajara;19058 Cabanillas del Campo;Hombres;53
19 Guadalajara;19058 Cabanillas del Campo;Mujeres;71
19 Guadalajara;19059 Campillo de Dueñas;Ambos sexos;8
19 Guadalajara;19059 Campillo de Dueñas;Hombres;5
19 Guadalajara;19059 Campillo de Dueñas;Mujeres;3
19 Guadalajara;19060 Campillo de Ranas;Ambos sexos;24
19 Guadalajara;19060 Campillo de Ranas;Hombres;12
19 Guadalajara;19060 Campillo de Ranas;Mujeres;12
19 Guadalajara;19061 Campisábalos;Ambos sexos;15
19 Guadalajara;19061 Campisábalos;Hombres;4
19 Guadalajara;19061 Campisábalos;Mujeres;11
19 Guadalajara;19064 Canredondo;Ambos sexos;1
19 Guadalajara;19064 Canredondo;Hombres;1
19 Guadalajara;19064 Canredondo;Mujeres;0
19 Guadalajara;19066 Cañizar;Ambos sexos;1
19 Guadalajara;19066 Cañizar;Hombres;0
19 Guadalajara;19066 Cañizar;Mujeres;1
19 Guadalajara;19067 Cardoso de la Sierra, El;Ambos sexos;3
19 Guadalajara;19067 Cardoso de la Sierra, El;Hombres;1
19 Guadalajara;19067 Cardoso de la Sierra, El;Mujeres;2
19 Guadalajara;19070 Casa de Uceda;Ambos sexos;1
19 Guadalajara;19070 Casa de Uceda;Hombres;1
19 Guadalajara;19070 Casa de Uceda;Mujeres;0
19 Guadalajara;19071 Casar, El;Ambos sexos;161
19 Guadalajara;19071 Casar, El;Hombres;80
19 Guadalajara;19071 Casar, El;Mujeres;81
19 Guadalajara;19073 Casas de San Galindo;Ambos sexos;1
19 Guadalajara;19073 Casas de San Galindo;Hombres;0
19 Guadalajara;19073 Casas de San Galindo;Mujeres;1
19 Guadalajara;19074 Caspueñas;Ambos sexos;2
19 Guadalajara;19074 Caspueñas;Hombres;1
19 Guadalajara;19074 Caspueñas;Mujeres;1
19 Guadalajara;19075 Castejón de Henares;Ambos sexos;6
19 Guadalajara;19075 Castejón de Henares;Hombres;2
19 Guadalajara;19075 Castejón de Henares;Mujeres;4
19 Guadalajara;19076 Castellar de la Muela;Ambos sexos;1
19 Guadalajara;19076 Castellar de la Muela;Hombres;1
19 Guadalajara;19076 Castellar de la Muela;Mujeres;0
19 Guadalajara;19078 Castilforte;Ambos sexos;3
19 Guadalajara;19078 Castilforte;Hombres;1
19 Guadalajara;19078 Castilforte;Mujeres;2
19 Guadalajara;19080 Cendejas de Enmedio;Ambos sexos;2
19 Guadalajara;19080 Cendejas de Enmedio;Hombres;1
19 Guadalajara;19080 Cendejas de Enmedio;Mujeres;1
19 Guadalajara;19081 Cendejas de la Torre;Ambos sexos;9
19 Guadalajara;19081 Cendejas de la Torre;Hombres;3
19 Guadalajara;19081 Cendejas de la Torre;Mujeres;6
19 Guadalajara;19082 Centenera;Ambos sexos;11
19 Guadalajara;19082 Centenera;Hombres;5
19 Guadalajara;19082 Centenera;Mujeres;6
19 Guadalajara;19086 Cifuentes;Ambos sexos;26
19 Guadalajara;19086 Cifuentes;Hombres;15
19 Guadalajara;19086 Cifuentes;Mujeres;11
19 Guadalajara;19087 Cincovillas;Ambos sexos;5
19 Guadalajara;19087 Cincovillas;Hombres;1
19 Guadalajara;19087 Cincovillas;Mujeres;4
19 Guadalajara;19089 Ciruelos del Pinar;Ambos sexos;1
19 Guadalajara;19089 Ciruelos del Pinar;Hombres;0
19 Guadalajara;19089 Ciruelos del Pinar;Mujeres;1
19 Guadalajara;19090 Cobeta;Ambos sexos;34
19 Guadalajara;19090 Cobeta;Hombres;13
19 Guadalajara;19090 Cobeta;Mujeres;21
19 Guadalajara;19092 Cogolludo;Ambos sexos;31
19 Guadalajara;19092 Cogolludo;Hombres;18
19 Guadalajara;19092 Cogolludo;Mujeres;13
19 Guadalajara;19095 Condemios de Abajo;Ambos sexos;1
19 Guadalajara;19095 Condemios de Abajo;Hombres;1
19 Guadalajara;19095 Condemios de Abajo;Mujeres;0
19 Guadalajara;19096 Condemios de Arriba;Ambos sexos;7
19 Guadalajara;19096 Condemios de Arriba;Hombres;1
19 Guadalajara;19096 Condemios de Arriba;Mujeres;6
19 Guadalajara;19097 Congostrina;Ambos sexos;9
19 Guadalajara;19097 Congostrina;Hombres;4
19 Guadalajara;19097 Congostrina;Mujeres;5
19 Guadalajara;19098 Copernal;Ambos sexos;22
19 Guadalajara;19098 Copernal;Hombres;15
19 Guadalajara;19098 Copernal;Mujeres;7
19 Guadalajara;19099 Corduente;Ambos sexos;20
19 Guadalajara;19099 Corduente;Hombres;10
19 Guadalajara;19099 Corduente;Mujeres;10
19 Guadalajara;19102 Cubillo de Uceda, El;Ambos sexos;2
19 Guadalajara;19102 Cubillo de Uceda, El;Hombres;2
19 Guadalajara;19102 Cubillo de Uceda, El;Mujeres;0
19 Guadalajara;19103 Checa;Ambos sexos;8
19 Guadalajara;19103 Checa;Hombres;5
19 Guadalajara;19103 Checa;Mujeres;3
19 Guadalajara;19104 Chequilla;Ambos sexos;2
19 Guadalajara;19104 Chequilla;Hombres;1
19 Guadalajara;19104 Chequilla;Mujeres;1
19 Guadalajara;19105 Chiloeches;Ambos sexos;38
19 Guadalajara;19105 Chiloeches;Hombres;19
19 Guadalajara;19105 Chiloeches;Mujeres;19
19 Guadalajara;19106 Chillarón del Rey;Ambos sexos;5
19 Guadalajara;19106 Chillarón del Rey;Hombres;4
19 Guadalajara;19106 Chillarón del Rey;Mujeres;1
19 Guadalajara;19107 Driebes;Ambos sexos;4
19 Guadalajara;19107 Driebes;Hombres;1
19 Guadalajara;19107 Driebes;Mujeres;3
19 Guadalajara;19108 Durón;Ambos sexos;8
19 Guadalajara;19108 Durón;Hombres;4
19 Guadalajara;19108 Durón;Mujeres;4
19 Guadalajara;19109 Embid;Ambos sexos;4
19 Guadalajara;19109 Embid;Hombres;2
19 Guadalajara;19109 Embid;Mujeres;2
19 Guadalajara;19110 Escamilla;Ambos sexos;1
19 Guadalajara;19110 Escamilla;Hombres;1
19 Guadalajara;19110 Escamilla;Mujeres;0
19 Guadalajara;19111 Escariche;Ambos sexos;5
19 Guadalajara;19111 Escariche;Hombres;3
19 Guadalajara;19111 Escariche;Mujeres;2
19 Guadalajara;19112 Escopete;Ambos sexos;1
19 Guadalajara;19112 Escopete;Hombres;0
19 Guadalajara;19112 Escopete;Mujeres;1
19 Guadalajara;19113 Espinosa de Henares;Ambos sexos;3
19 Guadalajara;19113 Espinosa de Henares;Hombres;1
19 Guadalajara;19113 Espinosa de Henares;Mujeres;2
19 Guadalajara;19115 Establés;Ambos sexos;7
19 Guadalajara;19115 Establés;Hombres;3
19 Guadalajara;19115 Establés;Mujeres;4
19 Guadalajara;19116 Estriégana;Ambos sexos;3
19 Guadalajara;19116 Estriégana;Hombres;0
19 Guadalajara;19116 Estriégana;Mujeres;3
19 Guadalajara;19117 Fontanar;Ambos sexos;30
19 Guadalajara;19117 Fontanar;Hombres;17
19 Guadalajara;19117 Fontanar;Mujeres;13
19 Guadalajara;19119 Fuencemillán;Ambos sexos;8
19 Guadalajara;19119 Fuencemillán;Hombres;5
19 Guadalajara;19119 Fuencemillán;Mujeres;3
19 Guadalajara;19120 Fuentelahiguera de Albatages;Ambos sexos;1
19 Guadalajara;19120 Fuentelahiguera de Albatages;Hombres;1
19 Guadalajara;19120 Fuentelahiguera de Albatages;Mujeres;0
19 Guadalajara;19121 Fuentelencina;Ambos sexos;2
19 Guadalajara;19121 Fuentelencina;Hombres;1
19 Guadalajara;19121 Fuentelencina;Mujeres;1
19 Guadalajara;19122 Fuentelsaz;Ambos sexos;4
19 Guadalajara;19122 Fuentelsaz;Hombres;2
19 Guadalajara;19122 Fuentelsaz;Mujeres;2
19 Guadalajara;19124 Fuentenovilla;Ambos sexos;2
19 Guadalajara;19124 Fuentenovilla;Hombres;1
19 Guadalajara;19124 Fuentenovilla;Mujeres;1
19 Guadalajara;19125 Gajanejos;Ambos sexos;1
19 Guadalajara;19125 Gajanejos;Hombres;0
19 Guadalajara;19125 Gajanejos;Mujeres;1
19 Guadalajara;19126 Galápagos;Ambos sexos;23
19 Guadalajara;19126 Galápagos;Hombres;17
19 Guadalajara;19126 Galápagos;Mujeres;6
19 Guadalajara;19127 Galve de Sorbe;Ambos sexos;7
19 Guadalajara;19127 Galve de Sorbe;Hombres;5
19 Guadalajara;19127 Galve de Sorbe;Mujeres;2
19 Guadalajara;19130 Guadalajara;Ambos sexos;2.775
19 Guadalajara;19130 Guadalajara;Hombres;1.383
19 Guadalajara;19130 Guadalajara;Mujeres;1.392
19 Guadalajara;19133 Heras de Ayuso;Ambos sexos;6
19 Guadalajara;19133 Heras de Ayuso;Hombres;3
19 Guadalajara;19133 Heras de Ayuso;Mujeres;3
19 Guadalajara;19135 Hiendelaencina;Ambos sexos;15
19 Guadalajara;19135 Hiendelaencina;Hombres;10
19 Guadalajara;19135 Hiendelaencina;Mujeres;5
19 Guadalajara;19138 Hita;Ambos sexos;7
19 Guadalajara;19138 Hita;Hombres;2
19 Guadalajara;19138 Hita;Mujeres;5
19 Guadalajara;19139 Hombrados;Ambos sexos;12
19 Guadalajara;19139 Hombrados;Hombres;5
19 Guadalajara;19139 Hombrados;Mujeres;7
19 Guadalajara;19142 Hontoba;Ambos sexos;4
19 Guadalajara;19142 Hontoba;Hombres;1
19 Guadalajara;19142 Hontoba;Mujeres;3
19 Guadalajara;19143 Horche;Ambos sexos;23
19 Guadalajara;19143 Horche;Hombres;15
19 Guadalajara;19143 Horche;Mujeres;8
19 Guadalajara;19145 Hortezuela de Océn;Ambos sexos;3
19 Guadalajara;19145 Hortezuela de Océn;Hombres;0
19 Guadalajara;19145 Hortezuela de Océn;Mujeres;3
19 Guadalajara;19146 Huerce, La;Ambos sexos;2
19 Guadalajara;19146 Huerce, La;Hombres;2
19 Guadalajara;19146 Huerce, La;Mujeres;0
19 Guadalajara;19148 Huertahernando;Ambos sexos;8
19 Guadalajara;19148 Huertahernando;Hombres;4
19 Guadalajara;19148 Huertahernando;Mujeres;4
19 Guadalajara;19151 Humanes;Ambos sexos;34
19 Guadalajara;19151 Humanes;Hombres;13
19 Guadalajara;19151 Humanes;Mujeres;21
19 Guadalajara;19152 Illana;Ambos sexos;21
19 Guadalajara;19152 Illana;Hombres;11
19 Guadalajara;19152 Illana;Mujeres;10
19 Guadalajara;19154 Inviernas, Las;Ambos sexos;2
19 Guadalajara;19154 Inviernas, Las;Hombres;1
19 Guadalajara;19154 Inviernas, Las;Mujeres;1
19 Guadalajara;19156 Jadraque;Ambos sexos;34
19 Guadalajara;19156 Jadraque;Hombres;17
19 Guadalajara;19156 Jadraque;Mujeres;17
19 Guadalajara;19159 Ledanca;Ambos sexos;8
19 Guadalajara;19159 Ledanca;Hombres;4
19 Guadalajara;19159 Ledanca;Mujeres;4
19 Guadalajara;19160 Loranca de Tajuña;Ambos sexos;18
19 Guadalajara;19160 Loranca de Tajuña;Hombres;8
19 Guadalajara;19160 Loranca de Tajuña;Mujeres;10
19 Guadalajara;19161 Lupiana;Ambos sexos;9
19 Guadalajara;19161 Lupiana;Hombres;4
19 Guadalajara;19161 Lupiana;Mujeres;5
19 Guadalajara;19162 Luzaga;Ambos sexos;3
19 Guadalajara;19162 Luzaga;Hombres;1
19 Guadalajara;19162 Luzaga;Mujeres;2
19 Guadalajara;19163 Luzón;Ambos sexos;12
19 Guadalajara;19163 Luzón;Hombres;7
19 Guadalajara;19163 Luzón;Mujeres;5
19 Guadalajara;19165 Majaelrayo;Ambos sexos;2
19 Guadalajara;19165 Majaelrayo;Hombres;1
19 Guadalajara;19165 Majaelrayo;Mujeres;1
19 Guadalajara;19168 Mandayona;Ambos sexos;18
19 Guadalajara;19168 Mandayona;Hombres;10
19 Guadalajara;19168 Mandayona;Mujeres;8
19 Guadalajara;19170 Maranchón;Ambos sexos;30
19 Guadalajara;19170 Maranchón;Hombres;14
19 Guadalajara;19170 Maranchón;Mujeres;16
19 Guadalajara;19171 Marchamalo;Ambos sexos;90
19 Guadalajara;19171 Marchamalo;Hombres;50
19 Guadalajara;19171 Marchamalo;Mujeres;40
19 Guadalajara;19172 Masegoso de Tajuña;Ambos sexos;21
19 Guadalajara;19172 Masegoso de Tajuña;Hombres;7
19 Guadalajara;19172 Masegoso de Tajuña;Mujeres;14
19 Guadalajara;19173 Matarrubia;Ambos sexos;1
19 Guadalajara;19173 Matarrubia;Hombres;1
19 Guadalajara;19173 Matarrubia;Mujeres;0
19 Guadalajara;19174 Matillas;Ambos sexos;4
19 Guadalajara;19174 Matillas;Hombres;0
19 Guadalajara;19174 Matillas;Mujeres;4
19 Guadalajara;19175 Mazarete;Ambos sexos;4
19 Guadalajara;19175 Mazarete;Hombres;3
19 Guadalajara;19175 Mazarete;Mujeres;1
19 Guadalajara;19176 Mazuecos;Ambos sexos;4
19 Guadalajara;19176 Mazuecos;Hombres;0
19 Guadalajara;19176 Mazuecos;Mujeres;4
19 Guadalajara;19177 Medranda;Ambos sexos;5
19 Guadalajara;19177 Medranda;Hombres;4
19 Guadalajara;19177 Medranda;Mujeres;1
19 Guadalajara;19178 Megina;Ambos sexos;5
19 Guadalajara;19178 Megina;Hombres;2
19 Guadalajara;19178 Megina;Mujeres;3
19 Guadalajara;19179 Membrillera;Ambos sexos;1
19 Guadalajara;19179 Membrillera;Hombres;1
19 Guadalajara;19179 Membrillera;Mujeres;0
19 Guadalajara;19181 Miedes de Atienza;Ambos sexos;4
19 Guadalajara;19181 Miedes de Atienza;Hombres;2
19 Guadalajara;19181 Miedes de Atienza;Mujeres;2
19 Guadalajara;19182 Mierla, La;Ambos sexos;2
19 Guadalajara;19182 Mierla, La;Hombres;1
19 Guadalajara;19182 Mierla, La;Mujeres;1
19 Guadalajara;19183 Milmarcos;Ambos sexos;37
19 Guadalajara;19183 Milmarcos;Hombres;19
19 Guadalajara;19183 Milmarcos;Mujeres;18
19 Guadalajara;19186 Mirabueno;Ambos sexos;1
19 Guadalajara;19186 Mirabueno;Hombres;0
19 Guadalajara;19186 Mirabueno;Mujeres;1
19 Guadalajara;19187 Miralrío;Ambos sexos;1
19 Guadalajara;19187 Miralrío;Hombres;0
19 Guadalajara;19187 Miralrío;Mujeres;1
19 Guadalajara;19188 Mochales;Ambos sexos;3
19 Guadalajara;19188 Mochales;Hombres;3
19 Guadalajara;19188 Mochales;Mujeres;0
19 Guadalajara;19189 Mohernando;Ambos sexos;2
19 Guadalajara;19189 Mohernando;Hombres;2
19 Guadalajara;19189 Mohernando;Mujeres;0
19 Guadalajara;19190 Molina de Aragón;Ambos sexos;79
19 Guadalajara;19190 Molina de Aragón;Hombres;41
19 Guadalajara;19190 Molina de Aragón;Mujeres;38
19 Guadalajara;19192 Mondéjar;Ambos sexos;50
19 Guadalajara;19192 Mondéjar;Hombres;27
19 Guadalajara;19192 Mondéjar;Mujeres;23
19 Guadalajara;19193 Montarrón;Ambos sexos;3
19 Guadalajara;19193 Montarrón;Hombres;1
19 Guadalajara;19193 Montarrón;Mujeres;2
19 Guadalajara;19194 Moratilla de los Meleros;Ambos sexos;9
19 Guadalajara;19194 Moratilla de los Meleros;Hombres;2
19 Guadalajara;19194 Moratilla de los Meleros;Mujeres;7
19 Guadalajara;19195 Morenilla;Ambos sexos;2
19 Guadalajara;19195 Morenilla;Hombres;1
19 Guadalajara;19195 Morenilla;Mujeres;1
19 Guadalajara;19196 Muduex;Ambos sexos;8
19 Guadalajara;19196 Muduex;Hombres;3
19 Guadalajara;19196 Muduex;Mujeres;5
19 Guadalajara;19198 Negredo;Ambos sexos;3
19 Guadalajara;19198 Negredo;Hombres;1
19 Guadalajara;19198 Negredo;Mujeres;2
19 Guadalajara;19199 Ocentejo;Ambos sexos;3
19 Guadalajara;19199 Ocentejo;Hombres;0
19 Guadalajara;19199 Ocentejo;Mujeres;3
19 Guadalajara;19201 Olmeda de Cobeta;Ambos sexos;7
19 Guadalajara;19201 Olmeda de Cobeta;Hombres;4
19 Guadalajara;19201 Olmeda de Cobeta;Mujeres;3
19 Guadalajara;19202 Olmeda de Jadraque, La;Ambos sexos;2
19 Guadalajara;19202 Olmeda de Jadraque, La;Hombres;1
19 Guadalajara;19202 Olmeda de Jadraque, La;Mujeres;1
19 Guadalajara;19203 Ordial, El;Ambos sexos;2
19 Guadalajara;19203 Ordial, El;Hombres;2
19 Guadalajara;19203 Ordial, El;Mujeres;0
19 Guadalajara;19204 Orea;Ambos sexos;24
19 Guadalajara;19204 Orea;Hombres;9
19 Guadalajara;19204 Orea;Mujeres;15
19 Guadalajara;19208 Pálmaces de Jadraque;Ambos sexos;2
19 Guadalajara;19208 Pálmaces de Jadraque;Hombres;0
19 Guadalajara;19208 Pálmaces de Jadraque;Mujeres;2
19 Guadalajara;19210 Paredes de Sigüenza;Ambos sexos;2
19 Guadalajara;19210 Paredes de Sigüenza;Hombres;1
19 Guadalajara;19210 Paredes de Sigüenza;Mujeres;1
19 Guadalajara;19211 Pareja;Ambos sexos;9
19 Guadalajara;19211 Pareja;Hombres;5
19 Guadalajara;19211 Pareja;Mujeres;4
19 Guadalajara;19212 Pastrana;Ambos sexos;23
19 Guadalajara;19212 Pastrana;Hombres;11
19 Guadalajara;19212 Pastrana;Mujeres;12
19 Guadalajara;19213 Pedregal, El;Ambos sexos;3
19 Guadalajara;19213 Pedregal, El;Hombres;2
19 Guadalajara;19213 Pedregal, El;Mujeres;1
19 Guadalajara;19215 Peñalver;Ambos sexos;5
19 Guadalajara;19215 Peñalver;Hombres;3
19 Guadalajara;19215 Peñalver;Mujeres;2
19 Guadalajara;19216 Peralejos de las Truchas;Ambos sexos;2
19 Guadalajara;19216 Peralejos de las Truchas;Hombres;1
19 Guadalajara;19216 Peralejos de las Truchas;Mujeres;1
19 Guadalajara;19217 Peralveche;Ambos sexos;2
19 Guadalajara;19217 Peralveche;Hombres;1
19 Guadalajara;19217 Peralveche;Mujeres;1
19 Guadalajara;19220 Pioz;Ambos sexos;69
19 Guadalajara;19220 Pioz;Hombres;36
19 Guadalajara;19220 Pioz;Mujeres;33
19 Guadalajara;19222 Pobo de Dueñas, El;Ambos sexos;27
19 Guadalajara;19222 Pobo de Dueñas, El;Hombres;15
19 Guadalajara;19222 Pobo de Dueñas, El;Mujeres;12
19 Guadalajara;19225 Pozo de Guadalajara;Ambos sexos;6
19 Guadalajara;19225 Pozo de Guadalajara;Hombres;2
19 Guadalajara;19225 Pozo de Guadalajara;Mujeres;4
19 Guadalajara;19227 Prados Redondos;Ambos sexos;2
19 Guadalajara;19227 Prados Redondos;Hombres;1
19 Guadalajara;19227 Prados Redondos;Mujeres;1
19 Guadalajara;19229 Puebla de Valles;Ambos sexos;1
19 Guadalajara;19229 Puebla de Valles;Hombres;0
19 Guadalajara;19229 Puebla de Valles;Mujeres;1
19 Guadalajara;19230 Quer;Ambos sexos;3
19 Guadalajara;19230 Quer;Hombres;0
19 Guadalajara;19230 Quer;Mujeres;3
19 Guadalajara;19232 Recuenco, El;Ambos sexos;3
19 Guadalajara;19232 Recuenco, El;Hombres;0
19 Guadalajara;19232 Recuenco, El;Mujeres;3
19 Guadalajara;19233 Renera;Ambos sexos;2
19 Guadalajara;19233 Renera;Hombres;1
19 Guadalajara;19233 Renera;Mujeres;1
19 Guadalajara;19234 Retiendas;Ambos sexos;2
19 Guadalajara;19234 Retiendas;Hombres;0
19 Guadalajara;19234 Retiendas;Mujeres;2
19 Guadalajara;19235 Riba de Saelices;Ambos sexos;13
19 Guadalajara;19235 Riba de Saelices;Hombres;8
19 Guadalajara;19235 Riba de Saelices;Mujeres;5
19 Guadalajara;19237 Rillo de Gallo;Ambos sexos;1
19 Guadalajara;19237 Rillo de Gallo;Hombres;0
19 Guadalajara;19237 Rillo de Gallo;Mujeres;1
19 Guadalajara;19238 Riofrío del Llano;Ambos sexos;1
19 Guadalajara;19238 Riofrío del Llano;Hombres;1
19 Guadalajara;19238 Riofrío del Llano;Mujeres;0
19 Guadalajara;19239 Robledillo de Mohernando;Ambos sexos;5
19 Guadalajara;19239 Robledillo de Mohernando;Hombres;2
19 Guadalajara;19239 Robledillo de Mohernando;Mujeres;3
19 Guadalajara;19241 Romanillos de Atienza;Ambos sexos;6
19 Guadalajara;19241 Romanillos de Atienza;Hombres;4
19 Guadalajara;19241 Romanillos de Atienza;Mujeres;2
19 Guadalajara;19242 Romanones;Ambos sexos;2
19 Guadalajara;19242 Romanones;Hombres;2
19 Guadalajara;19242 Romanones;Mujeres;0
19 Guadalajara;19243 Rueda de la Sierra;Ambos sexos;14
19 Guadalajara;19243 Rueda de la Sierra;Hombres;5
19 Guadalajara;19243 Rueda de la Sierra;Mujeres;9
19 Guadalajara;19244 Sacecorbo;Ambos sexos;3
19 Guadalajara;19244 Sacecorbo;Hombres;1
19 Guadalajara;19244 Sacecorbo;Mujeres;2
19 Guadalajara;19245 Sacedón;Ambos sexos;25
19 Guadalajara;19245 Sacedón;Hombres;12
19 Guadalajara;19245 Sacedón;Mujeres;13
19 Guadalajara;19247 Salmerón;Ambos sexos;16
