provincia;municipio;sexo;total
19 Guadalajara;19247 Salmerón;Hombres;5
19 Guadalajara;19247 Salmerón;Mujeres;11
19 Guadalajara;19248 San Andrés del Congosto;Ambos sexos;3
19 Guadalajara;19248 San Andrés del Congosto;Hombres;1
19 Guadalajara;19248 San Andrés del Congosto;Mujeres;2
19 Guadalajara;19249 San Andrés del Rey;Ambos sexos;1
19 Guadalajara;19249 San Andrés del Rey;Hombres;1
19 Guadalajara;19249 San Andrés del Rey;Mujeres;0
19 Guadalajara;19250 Santiuste;Ambos sexos;1
19 Guadalajara;19250 Santiuste;Hombres;1
19 Guadalajara;19250 Santiuste;Mujeres;0
19 Guadalajara;19252 Sayatón;Ambos sexos;7
19 Guadalajara;19252 Sayatón;Hombres;3
19 Guadalajara;19252 Sayatón;Mujeres;4
19 Guadalajara;19254 Selas;Ambos sexos;4
19 Guadalajara;19254 Selas;Hombres;1
19 Guadalajara;19254 Selas;Mujeres;3
19 Guadalajara;19255 Setiles;Ambos sexos;8
19 Guadalajara;19255 Setiles;Hombres;5
19 Guadalajara;19255 Setiles;Mujeres;3
19 Guadalajara;19256 Sienes;Ambos sexos;16
19 Guadalajara;19256 Sienes;Hombres;9
19 Guadalajara;19256 Sienes;Mujeres;7
19 Guadalajara;19257 Sigüenza;Ambos sexos;201
19 Guadalajara;19257 Sigüenza;Hombres;104
19 Guadalajara;19257 Sigüenza;Mujeres;97
19 Guadalajara;19258 Solanillos del Extremo;Ambos sexos;1
19 Guadalajara;19258 Solanillos del Extremo;Hombres;1
19 Guadalajara;19258 Solanillos del Extremo;Mujeres;0
19 Guadalajara;19259 Somolinos;Ambos sexos;2
19 Guadalajara;19259 Somolinos;Hombres;2
19 Guadalajara;19259 Somolinos;Mujeres;0
19 Guadalajara;19261 Sotodosos;Ambos sexos;15
19 Guadalajara;19261 Sotodosos;Hombres;5
19 Guadalajara;19261 Sotodosos;Mujeres;10
19 Guadalajara;19262 Tamajón;Ambos sexos;23
19 Guadalajara;19262 Tamajón;Hombres;6
19 Guadalajara;19262 Tamajón;Mujeres;17
19 Guadalajara;19264 Taravilla;Ambos sexos;3
19 Guadalajara;19264 Taravilla;Hombres;1
19 Guadalajara;19264 Taravilla;Mujeres;2
19 Guadalajara;19265 Tartanedo;Ambos sexos;2
19 Guadalajara;19265 Tartanedo;Hombres;0
19 Guadalajara;19265 Tartanedo;Mujeres;2
19 Guadalajara;19266 Tendilla;Ambos sexos;3
19 Guadalajara;19266 Tendilla;Hombres;0
19 Guadalajara;19266 Tendilla;Mujeres;3
19 Guadalajara;19267 Terzaga;Ambos sexos;1
19 Guadalajara;19267 Terzaga;Hombres;0
19 Guadalajara;19267 Terzaga;Mujeres;1
19 Guadalajara;19269 Toba, La;Ambos sexos;3
19 Guadalajara;19269 Toba, La;Hombres;2
19 Guadalajara;19269 Toba, La;Mujeres;1
19 Guadalajara;19272 Tordesilos;Ambos sexos;1
19 Guadalajara;19272 Tordesilos;Hombres;0
19 Guadalajara;19272 Tordesilos;Mujeres;1
19 Guadalajara;19274 Torija;Ambos sexos;25
19 Guadalajara;19274 Torija;Hombres;13
19 Guadalajara;19274 Torija;Mujeres;12
19 Guadalajara;19277 Torrecuadrada de Molina;Ambos sexos;1
19 Guadalajara;19277 Torrecuadrada de Molina;Hombres;0
19 Guadalajara;19277 Torrecuadrada de Molina;Mujeres;1
19 Guadalajara;19280 Torrejón del Rey;Ambos sexos;82
19 Guadalajara;19280 Torrejón del Rey;Hombres;46
19 Guadalajara;19280 Torrejón del Rey;Mujeres;36
19 Guadalajara;19282 Torremocha del Campo;Ambos sexos;5
19 Guadalajara;19282 Torremocha del Campo;Hombres;3
19 Guadalajara;19282 Torremocha del Campo;Mujeres;2
19 Guadalajara;19283 Torremocha del Pinar;Ambos sexos;3
19 Guadalajara;19283 Torremocha del Pinar;Hombres;1
19 Guadalajara;19283 Torremocha del Pinar;Mujeres;2
19 Guadalajara;19285 Torrubia;Ambos sexos;4
19 Guadalajara;19285 Torrubia;Hombres;3
19 Guadalajara;19285 Torrubia;Mujeres;1
19 Guadalajara;19286 Tórtola de Henares;Ambos sexos;9
19 Guadalajara;19286 Tórtola de Henares;Hombres;6
19 Guadalajara;19286 Tórtola de Henares;Mujeres;3
19 Guadalajara;19287 Tortuera;Ambos sexos;8
19 Guadalajara;19287 Tortuera;Hombres;4
19 Guadalajara;19287 Tortuera;Mujeres;4
19 Guadalajara;19288 Tortuero;Ambos sexos;1
19 Guadalajara;19288 Tortuero;Hombres;1
19 Guadalajara;19288 Tortuero;Mujeres;0
19 Guadalajara;19289 Traíd;Ambos sexos;1
19 Guadalajara;19289 Traíd;Hombres;0
19 Guadalajara;19289 Traíd;Mujeres;1
19 Guadalajara;19290 Trijueque;Ambos sexos;23
19 Guadalajara;19290 Trijueque;Hombres;11
19 Guadalajara;19290 Trijueque;Mujeres;12
19 Guadalajara;19291 Trillo;Ambos sexos;21
19 Guadalajara;19291 Trillo;Hombres;8
19 Guadalajara;19291 Trillo;Mujeres;13
19 Guadalajara;19293 Uceda;Ambos sexos;31
19 Guadalajara;19293 Uceda;Hombres;17
19 Guadalajara;19293 Uceda;Mujeres;14
19 Guadalajara;19294 Ujados;Ambos sexos;2
19 Guadalajara;19294 Ujados;Hombres;1
19 Guadalajara;19294 Ujados;Mujeres;1
19 Guadalajara;19297 Valdarachas;Ambos sexos;3
19 Guadalajara;19297 Valdarachas;Hombres;1
19 Guadalajara;19297 Valdarachas;Mujeres;2
19 Guadalajara;19298 Valdearenas;Ambos sexos;4
19 Guadalajara;19298 Valdearenas;Hombres;3
19 Guadalajara;19298 Valdearenas;Mujeres;1
19 Guadalajara;19299 Valdeavellano;Ambos sexos;4
19 Guadalajara;19299 Valdeavellano;Hombres;1
19 Guadalajara;19299 Valdeavellano;Mujeres;3
19 Guadalajara;19300 Valdeaveruelo;Ambos sexos;10
19 Guadalajara;19300 Valdeaveruelo;Hombres;6
19 Guadalajara;19300 Valdeaveruelo;Mujeres;4
19 Guadalajara;19301 Valdeconcha;Ambos sexos;1
19 Guadalajara;19301 Valdeconcha;Hombres;1
19 Guadalajara;19301 Valdeconcha;Mujeres;0
19 Guadalajara;19303 Valdelcubo;Ambos sexos;6
19 Guadalajara;19303 Valdelcubo;Hombres;5
19 Guadalajara;19303 Valdelcubo;Mujeres;1
19 Guadalajara;19304 Valdenuño Fernández;Ambos sexos;5
19 Guadalajara;19304 Valdenuño Fernández;Hombres;5
19 Guadalajara;19304 Valdenuño Fernández;Mujeres;0
19 Guadalajara;19305 Valdepeñas de la Sierra;Ambos sexos;20
19 Guadalajara;19305 Valdepeñas de la Sierra;Hombres;9
19 Guadalajara;19305 Valdepeñas de la Sierra;Mujeres;11
19 Guadalajara;19308 Valfermoso de Tajuña;Ambos sexos;3
19 Guadalajara;19308 Valfermoso de Tajuña;Hombres;2
19 Guadalajara;19308 Valfermoso de Tajuña;Mujeres;1
19 Guadalajara;19309 Valhermoso;Ambos sexos;1
19 Guadalajara;19309 Valhermoso;Hombres;1
19 Guadalajara;19309 Valhermoso;Mujeres;0
19 Guadalajara;19310 Valtablado del Río;Ambos sexos;1
19 Guadalajara;19310 Valtablado del Río;Hombres;0
19 Guadalajara;19310 Valtablado del Río;Mujeres;1
19 Guadalajara;19311 Valverde de los Arroyos;Ambos sexos;50
19 Guadalajara;19311 Valverde de los Arroyos;Hombres;25
19 Guadalajara;19311 Valverde de los Arroyos;Mujeres;25
19 Guadalajara;19314 Viana de Jadraque;Ambos sexos;5
19 Guadalajara;19314 Viana de Jadraque;Hombres;2
19 Guadalajara;19314 Viana de Jadraque;Mujeres;3
19 Guadalajara;19317 Villanueva de Alcorón;Ambos sexos;11
19 Guadalajara;19317 Villanueva de Alcorón;Hombres;6
19 Guadalajara;19317 Villanueva de Alcorón;Mujeres;5
19 Guadalajara;19319 Villanueva de la Torre;Ambos sexos;68
19 Guadalajara;19319 Villanueva de la Torre;Hombres;26
19 Guadalajara;19319 Villanueva de la Torre;Mujeres;42
19 Guadalajara;19321 Villares de Jadraque;Ambos sexos;1
19 Guadalajara;19321 Villares de Jadraque;Hombres;0
19 Guadalajara;19321 Villares de Jadraque;Mujeres;1
19 Guadalajara;19322 Villaseca de Henares;Ambos sexos;13
19 Guadalajara;19322 Villaseca de Henares;Hombres;5
19 Guadalajara;19322 Villaseca de Henares;Mujeres;8
19 Guadalajara;19324 Villel de Mesa;Ambos sexos;2
19 Guadalajara;19324 Villel de Mesa;Hombres;0
19 Guadalajara;19324 Villel de Mesa;Mujeres;2
19 Guadalajara;19326 Yebes;Ambos sexos;44
19 Guadalajara;19326 Yebes;Hombres;22
19 Guadalajara;19326 Yebes;Mujeres;22
19 Guadalajara;19327 Yebra;Ambos sexos;10
19 Guadalajara;19327 Yebra;Hombres;5
19 Guadalajara;19327 Yebra;Mujeres;5
19 Guadalajara;19331 Yunquera de Henares;Ambos sexos;50
19 Guadalajara;19331 Yunquera de Henares;Hombres;29
19 Guadalajara;19331 Yunquera de Henares;Mujeres;21
19 Guadalajara;19332 Yunta, La;Ambos sexos;10
19 Guadalajara;19332 Yunta, La;Hombres;5
19 Guadalajara;19332 Yunta, La;Mujeres;5
19 Guadalajara;19333 Zaorejas;Ambos sexos;15
19 Guadalajara;19333 Zaorejas;Hombres;8
19 Guadalajara;19333 Zaorejas;Mujeres;7
19 Guadalajara;19334 Zarzuela de Jadraque;Ambos sexos;1
19 Guadalajara;19334 Zarzuela de Jadraque;Hombres;1
19 Guadalajara;19334 Zarzuela de Jadraque;Mujeres;0
19 Guadalajara;19335 Zorita de los Canes;Ambos sexos;1
19 Guadalajara;19335 Zorita de los Canes;Hombres;0
19 Guadalajara;19335 Zorita de los Canes;Mujeres;1
19 Guadalajara;19901 Semillas;Ambos sexos;3
19 Guadalajara;19901 Semillas;Hombres;2
19 Guadalajara;19901 Semillas;Mujeres;1
21 Huelva;N/A;Ambos sexos;9.784
21 Huelva;N/A;Hombres;4.869
21 Huelva;N/A;Mujeres;4.915
21 Huelva;21001 Alájar;Ambos sexos;21
21 Huelva;21001 Alájar;Hombres;11
21 Huelva;21001 Alájar;Mujeres;10
21 Huelva;21002 Aljaraque;Ambos sexos;215
21 Huelva;21002 Aljaraque;Hombres;109
21 Huelva;21002 Aljaraque;Mujeres;106
21 Huelva;21003 Almendro, El;Ambos sexos;30
21 Huelva;21003 Almendro, El;Hombres;14
21 Huelva;21003 Almendro, El;Mujeres;16
21 Huelva;21004 Almonaster la Real;Ambos sexos;66
21 Huelva;21004 Almonaster la Real;Hombres;33
21 Huelva;21004 Almonaster la Real;Mujeres;33
21 Huelva;21005 Almonte;Ambos sexos;213
21 Huelva;21005 Almonte;Hombres;124
21 Huelva;21005 Almonte;Mujeres;89
21 Huelva;21006 Alosno;Ambos sexos;124
21 Huelva;21006 Alosno;Hombres;63
21 Huelva;21006 Alosno;Mujeres;61
21 Huelva;21007 Aracena;Ambos sexos;118
21 Huelva;21007 Aracena;Hombres;53
21 Huelva;21007 Aracena;Mujeres;65
21 Huelva;21008 Aroche;Ambos sexos;31
21 Huelva;21008 Aroche;Hombres;14
21 Huelva;21008 Aroche;Mujeres;17
21 Huelva;21009 Arroyomolinos de León;Ambos sexos;10
21 Huelva;21009 Arroyomolinos de León;Hombres;5
21 Huelva;21009 Arroyomolinos de León;Mujeres;5
21 Huelva;21010 Ayamonte;Ambos sexos;403
21 Huelva;21010 Ayamonte;Hombres;198
21 Huelva;21010 Ayamonte;Mujeres;205
21 Huelva;21011 Beas;Ambos sexos;21
21 Huelva;21011 Beas;Hombres;12
21 Huelva;21011 Beas;Mujeres;9
21 Huelva;21012 Berrocal;Ambos sexos;5
21 Huelva;21012 Berrocal;Hombres;2
21 Huelva;21012 Berrocal;Mujeres;3
21 Huelva;21013 Bollullos Par del Condado;Ambos sexos;134
21 Huelva;21013 Bollullos Par del Condado;Hombres;68
21 Huelva;21013 Bollullos Par del Condado;Mujeres;66
21 Huelva;21014 Bonares;Ambos sexos;33
21 Huelva;21014 Bonares;Hombres;16
21 Huelva;21014 Bonares;Mujeres;17
21 Huelva;21015 Cabezas Rubias;Ambos sexos;11
21 Huelva;21015 Cabezas Rubias;Hombres;3
21 Huelva;21015 Cabezas Rubias;Mujeres;8
21 Huelva;21016 Cala;Ambos sexos;31
21 Huelva;21016 Cala;Hombres;16
21 Huelva;21016 Cala;Mujeres;15
21 Huelva;21017 Calañas;Ambos sexos;179
21 Huelva;21017 Calañas;Hombres;72
21 Huelva;21017 Calañas;Mujeres;107
21 Huelva;21018 Campillo, El;Ambos sexos;81
21 Huelva;21018 Campillo, El;Hombres;40
21 Huelva;21018 Campillo, El;Mujeres;41
21 Huelva;21019 Campofrío;Ambos sexos;19
21 Huelva;21019 Campofrío;Hombres;8
21 Huelva;21019 Campofrío;Mujeres;11
21 Huelva;21020 Cañaveral de León;Ambos sexos;1
21 Huelva;21020 Cañaveral de León;Hombres;1
21 Huelva;21020 Cañaveral de León;Mujeres;0
21 Huelva;21021 Cartaya;Ambos sexos;274
21 Huelva;21021 Cartaya;Hombres;148
21 Huelva;21021 Cartaya;Mujeres;126
21 Huelva;21022 Castaño del Robledo;Ambos sexos;4
21 Huelva;21022 Castaño del Robledo;Hombres;2
21 Huelva;21022 Castaño del Robledo;Mujeres;2
21 Huelva;21023 Cerro de Andévalo, El;Ambos sexos;33
21 Huelva;21023 Cerro de Andévalo, El;Hombres;12
21 Huelva;21023 Cerro de Andévalo, El;Mujeres;21
21 Huelva;21024 Corteconcepción;Ambos sexos;21
21 Huelva;21024 Corteconcepción;Hombres;7
21 Huelva;21024 Corteconcepción;Mujeres;14
21 Huelva;21025 Cortegana;Ambos sexos;46
21 Huelva;21025 Cortegana;Hombres;16
21 Huelva;21025 Cortegana;Mujeres;30
21 Huelva;21026 Cortelazor;Ambos sexos;9
21 Huelva;21026 Cortelazor;Hombres;5
21 Huelva;21026 Cortelazor;Mujeres;4
21 Huelva;21028 Cumbres de San Bartolomé;Ambos sexos;2
21 Huelva;21028 Cumbres de San Bartolomé;Hombres;1
21 Huelva;21028 Cumbres de San Bartolomé;Mujeres;1
21 Huelva;21029 Cumbres Mayores;Ambos sexos;50
21 Huelva;21029 Cumbres Mayores;Hombres;29
21 Huelva;21029 Cumbres Mayores;Mujeres;21
21 Huelva;21030 Chucena;Ambos sexos;19
21 Huelva;21030 Chucena;Hombres;11
21 Huelva;21030 Chucena;Mujeres;8
21 Huelva;21031 Encinasola;Ambos sexos;43
21 Huelva;21031 Encinasola;Hombres;17
21 Huelva;21031 Encinasola;Mujeres;26
21 Huelva;21032 Escacena del Campo;Ambos sexos;8
21 Huelva;21032 Escacena del Campo;Hombres;3
21 Huelva;21032 Escacena del Campo;Mujeres;5
21 Huelva;21033 Fuenteheridos;Ambos sexos;20
21 Huelva;21033 Fuenteheridos;Hombres;10
21 Huelva;21033 Fuenteheridos;Mujeres;10
21 Huelva;21034 Galaroza;Ambos sexos;34
21 Huelva;21034 Galaroza;Hombres;18
21 Huelva;21034 Galaroza;Mujeres;16
21 Huelva;21035 Gibraleón;Ambos sexos;137
21 Huelva;21035 Gibraleón;Hombres;55
21 Huelva;21035 Gibraleón;Mujeres;82
21 Huelva;21036 Granada de Río-Tinto, La;Ambos sexos;15
21 Huelva;21036 Granada de Río-Tinto, La;Hombres;5
21 Huelva;21036 Granada de Río-Tinto, La;Mujeres;10
21 Huelva;21037 Granado, El;Ambos sexos;40
21 Huelva;21037 Granado, El;Hombres;16
21 Huelva;21037 Granado, El;Mujeres;24
21 Huelva;21038 Higuera de la Sierra;Ambos sexos;21
21 Huelva;21038 Higuera de la Sierra;Hombres;12
21 Huelva;21038 Higuera de la Sierra;Mujeres;9
21 Huelva;21040 Hinojos;Ambos sexos;42
21 Huelva;21040 Hinojos;Hombres;14
21 Huelva;21040 Hinojos;Mujeres;28
21 Huelva;21041 Huelva;Ambos sexos;3.704
21 Huelva;21041 Huelva;Hombres;1.845
21 Huelva;21041 Huelva;Mujeres;1.859
21 Huelva;21042 Isla Cristina;Ambos sexos;449
21 Huelva;21042 Isla Cristina;Hombres;233
21 Huelva;21042 Isla Cristina;Mujeres;216
21 Huelva;21043 Jabugo;Ambos sexos;26
21 Huelva;21043 Jabugo;Hombres;17
21 Huelva;21043 Jabugo;Mujeres;9
21 Huelva;21044 Lepe;Ambos sexos;286
21 Huelva;21044 Lepe;Hombres;136
21 Huelva;21044 Lepe;Mujeres;150
21 Huelva;21045 Linares de la Sierra;Ambos sexos;3
21 Huelva;21045 Linares de la Sierra;Hombres;1
21 Huelva;21045 Linares de la Sierra;Mujeres;2
21 Huelva;21046 Lucena del Puerto;Ambos sexos;15
21 Huelva;21046 Lucena del Puerto;Hombres;11
21 Huelva;21046 Lucena del Puerto;Mujeres;4
21 Huelva;21047 Manzanilla;Ambos sexos;6
21 Huelva;21047 Manzanilla;Hombres;1
21 Huelva;21047 Manzanilla;Mujeres;5
21 Huelva;21048 Marines, Los;Ambos sexos;3
21 Huelva;21048 Marines, Los;Hombres;1
21 Huelva;21048 Marines, Los;Mujeres;2
21 Huelva;21049 Minas de Riotinto;Ambos sexos;320
21 Huelva;21049 Minas de Riotinto;Hombres;156
21 Huelva;21049 Minas de Riotinto;Mujeres;164
21 Huelva;21050 Moguer;Ambos sexos;183
21 Huelva;21050 Moguer;Hombres;107
21 Huelva;21050 Moguer;Mujeres;76
21 Huelva;21051 Nava, La;Ambos sexos;1
21 Huelva;21051 Nava, La;Hombres;1
21 Huelva;21051 Nava, La;Mujeres;0
21 Huelva;21052 Nerva;Ambos sexos;684
21 Huelva;21052 Nerva;Hombres;333
21 Huelva;21052 Nerva;Mujeres;351
21 Huelva;21053 Niebla;Ambos sexos;48
21 Huelva;21053 Niebla;Hombres;24
21 Huelva;21053 Niebla;Mujeres;24
21 Huelva;21054 Palma del Condado, La;Ambos sexos;83
21 Huelva;21054 Palma del Condado, La;Hombres;39
21 Huelva;21054 Palma del Condado, La;Mujeres;44
21 Huelva;21055 Palos de la Frontera;Ambos sexos;99
21 Huelva;21055 Palos de la Frontera;Hombres;50
21 Huelva;21055 Palos de la Frontera;Mujeres;49
21 Huelva;21056 Paterna del Campo;Ambos sexos;24
21 Huelva;21056 Paterna del Campo;Hombres;15
21 Huelva;21056 Paterna del Campo;Mujeres;9
21 Huelva;21057 Paymogo;Ambos sexos;30
21 Huelva;21057 Paymogo;Hombres;13
21 Huelva;21057 Paymogo;Mujeres;17
21 Huelva;21058 Puebla de Guzmán;Ambos sexos;175
21 Huelva;21058 Puebla de Guzmán;Hombres;94
21 Huelva;21058 Puebla de Guzmán;Mujeres;81
21 Huelva;21059 Puerto Moral;Ambos sexos;2
21 Huelva;21059 Puerto Moral;Hombres;2
21 Huelva;21059 Puerto Moral;Mujeres;0
21 Huelva;21060 Punta Umbría;Ambos sexos;178
21 Huelva;21060 Punta Umbría;Hombres;81
21 Huelva;21060 Punta Umbría;Mujeres;97
21 Huelva;21061 Rociana del Condado;Ambos sexos;93
21 Huelva;21061 Rociana del Condado;Hombres;45
21 Huelva;21061 Rociana del Condado;Mujeres;48
21 Huelva;21062 Rosal de la Frontera;Ambos sexos;67
21 Huelva;21062 Rosal de la Frontera;Hombres;39
21 Huelva;21062 Rosal de la Frontera;Mujeres;28
21 Huelva;21063 San Bartolomé de la Torre;Ambos sexos;86
21 Huelva;21063 San Bartolomé de la Torre;Hombres;44
21 Huelva;21063 San Bartolomé de la Torre;Mujeres;42
21 Huelva;21064 San Juan del Puerto;Ambos sexos;59
21 Huelva;21064 San Juan del Puerto;Hombres;36
21 Huelva;21064 San Juan del Puerto;Mujeres;23
21 Huelva;21065 Sanlúcar de Guadiana;Ambos sexos;11
21 Huelva;21065 Sanlúcar de Guadiana;Hombres;4
21 Huelva;21065 Sanlúcar de Guadiana;Mujeres;7
21 Huelva;21066 San Silvestre de Guzmán;Ambos sexos;44
21 Huelva;21066 San Silvestre de Guzmán;Hombres;27
21 Huelva;21066 San Silvestre de Guzmán;Mujeres;17
21 Huelva;21067 Santa Ana la Real;Ambos sexos;32
21 Huelva;21067 Santa Ana la Real;Hombres;14
21 Huelva;21067 Santa Ana la Real;Mujeres;18
21 Huelva;21068 Santa Bárbara de Casa;Ambos sexos;30
21 Huelva;21068 Santa Bárbara de Casa;Hombres;10
21 Huelva;21068 Santa Bárbara de Casa;Mujeres;20
21 Huelva;21069 Santa Olalla del Cala;Ambos sexos;19
21 Huelva;21069 Santa Olalla del Cala;Hombres;8
21 Huelva;21069 Santa Olalla del Cala;Mujeres;11
21 Huelva;21070 Trigueros;Ambos sexos;42
21 Huelva;21070 Trigueros;Hombres;26
21 Huelva;21070 Trigueros;Mujeres;16
21 Huelva;21071 Valdelarco;Ambos sexos;11
21 Huelva;21071 Valdelarco;Hombres;6
21 Huelva;21071 Valdelarco;Mujeres;5
21 Huelva;21072 Valverde del Camino;Ambos sexos;77
21 Huelva;21072 Valverde del Camino;Hombres;39
21 Huelva;21072 Valverde del Camino;Mujeres;38
21 Huelva;21073 Villablanca;Ambos sexos;76
21 Huelva;21073 Villablanca;Hombres;43
21 Huelva;21073 Villablanca;Mujeres;33
21 Huelva;21074 Villalba del Alcor;Ambos sexos;19
21 Huelva;21074 Villalba del Alcor;Hombres;13
21 Huelva;21074 Villalba del Alcor;Mujeres;6
21 Huelva;21075 Villanueva de las Cruces;Ambos sexos;3
21 Huelva;21075 Villanueva de las Cruces;Hombres;1
21 Huelva;21075 Villanueva de las Cruces;Mujeres;2
21 Huelva;21076 Villanueva de los Castillejos;Ambos sexos;93
21 Huelva;21076 Villanueva de los Castillejos;Hombres;46
21 Huelva;21076 Villanueva de los Castillejos;Mujeres;47
21 Huelva;21077 Villarrasa;Ambos sexos;14
21 Huelva;21077 Villarrasa;Hombres;7
21 Huelva;21077 Villarrasa;Mujeres;7
21 Huelva;21078 Zalamea la Real;Ambos sexos;117
21 Huelva;21078 Zalamea la Real;Hombres;58
21 Huelva;21078 Zalamea la Real;Mujeres;59
21 Huelva;21079 Zufre;Ambos sexos;8
21 Huelva;21079 Zufre;Hombres;0
21 Huelva;21079 Zufre;Mujeres;8
22 Huesca;N/A;Ambos sexos;10.140
22 Huesca;N/A;Hombres;5.139
22 Huesca;N/A;Mujeres;5.001
22 Huesca;22001 Abiego;Ambos sexos;35
22 Huesca;22001 Abiego;Hombres;17
22 Huesca;22001 Abiego;Mujeres;18
22 Huesca;22002 Abizanda;Ambos sexos;10
22 Huesca;22002 Abizanda;Hombres;6
22 Huesca;22002 Abizanda;Mujeres;4
22 Huesca;22003 Adahuesca;Ambos sexos;8
22 Huesca;22003 Adahuesca;Hombres;2
22 Huesca;22003 Adahuesca;Mujeres;6
22 Huesca;22004 Agüero;Ambos sexos;16
22 Huesca;22004 Agüero;Hombres;8
22 Huesca;22004 Agüero;Mujeres;8
22 Huesca;22006 Aisa;Ambos sexos;12
22 Huesca;22006 Aisa;Hombres;5
22 Huesca;22006 Aisa;Mujeres;7
22 Huesca;22007 Albalate de Cinca;Ambos sexos;78
22 Huesca;22007 Albalate de Cinca;Hombres;41
22 Huesca;22007 Albalate de Cinca;Mujeres;37
22 Huesca;22008 Albalatillo;Ambos sexos;11
22 Huesca;22008 Albalatillo;Hombres;2
22 Huesca;22008 Albalatillo;Mujeres;9
22 Huesca;22009 Albelda;Ambos sexos;46
22 Huesca;22009 Albelda;Hombres;29
22 Huesca;22009 Albelda;Mujeres;17
22 Huesca;22011 Albero Alto;Ambos sexos;2
22 Huesca;22011 Albero Alto;Hombres;0
22 Huesca;22011 Albero Alto;Mujeres;2
22 Huesca;22012 Albero Bajo;Ambos sexos;5
22 Huesca;22012 Albero Bajo;Hombres;1
22 Huesca;22012 Albero Bajo;Mujeres;4
22 Huesca;22013 Alberuela de Tubo;Ambos sexos;6
22 Huesca;22013 Alberuela de Tubo;Hombres;3
22 Huesca;22013 Alberuela de Tubo;Mujeres;3
22 Huesca;22014 Alcalá de Gurrea;Ambos sexos;20
22 Huesca;22014 Alcalá de Gurrea;Hombres;11
22 Huesca;22014 Alcalá de Gurrea;Mujeres;9
22 Huesca;22015 Alcalá del Obispo;Ambos sexos;6
22 Huesca;22015 Alcalá del Obispo;Hombres;4
22 Huesca;22015 Alcalá del Obispo;Mujeres;2
22 Huesca;22016 Alcampell;Ambos sexos;51
22 Huesca;22016 Alcampell;Hombres;32
22 Huesca;22016 Alcampell;Mujeres;19
22 Huesca;22017 Alcolea de Cinca;Ambos sexos;37
22 Huesca;22017 Alcolea de Cinca;Hombres;21
22 Huesca;22017 Alcolea de Cinca;Mujeres;16
22 Huesca;22018 Alcubierre;Ambos sexos;25
22 Huesca;22018 Alcubierre;Hombres;12
22 Huesca;22018 Alcubierre;Mujeres;13
22 Huesca;22019 Alerre;Ambos sexos;1
22 Huesca;22019 Alerre;Hombres;0
22 Huesca;22019 Alerre;Mujeres;1
22 Huesca;22020 Alfántega;Ambos sexos;3
22 Huesca;22020 Alfántega;Hombres;2
22 Huesca;22020 Alfántega;Mujeres;1
22 Huesca;22021 Almudévar;Ambos sexos;71
22 Huesca;22021 Almudévar;Hombres;32
22 Huesca;22021 Almudévar;Mujeres;39
22 Huesca;22022 Almunia de San Juan;Ambos sexos;28
22 Huesca;22022 Almunia de San Juan;Hombres;14
22 Huesca;22022 Almunia de San Juan;Mujeres;14
22 Huesca;22023 Almuniente;Ambos sexos;5
22 Huesca;22023 Almuniente;Hombres;3
22 Huesca;22023 Almuniente;Mujeres;2
22 Huesca;22024 Alquézar;Ambos sexos;26
22 Huesca;22024 Alquézar;Hombres;12
22 Huesca;22024 Alquézar;Mujeres;14
22 Huesca;22025 Altorricón;Ambos sexos;38
22 Huesca;22025 Altorricón;Hombres;23
22 Huesca;22025 Altorricón;Mujeres;15
22 Huesca;22027 Angüés;Ambos sexos;22
22 Huesca;22027 Angüés;Hombres;15
22 Huesca;22027 Angüés;Mujeres;7
22 Huesca;22028 Ansó;Ambos sexos;106
22 Huesca;22028 Ansó;Hombres;56
22 Huesca;22028 Ansó;Mujeres;50
22 Huesca;22032 Aragüés del Puerto;Ambos sexos;15
